epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,4629.95,1.20893,1.06683,1.14779,0.57034,0.42438,0.46003,0.28134,1.18679,1.03666,1.11634,0.000552612,0.000552612,0.000552612
19,4888.46,1.17521,1.02044,1.12458,0.76219,0.4433,0.51115,0.32016,1.1643,0.98953,1.10138,0.000536119,0.000536119,0.000536119
20,5146,1.20645,1.04935,1.14465,0.57668,0.43449,0.48139,0.29899,1.1923,1.03382,1.1248,0.000519625,0.000519625,0.000519625
21,5403.85,1.18102,1.01069,1.12262,0.59796,0.5172,0.54224,0.32115,1.15707,0.97753,1.1058,0.000503132,0.000503132,0.000503132
22,5661.72,1.17526,1.00961,1.12217,0.50157,0.49538,0.51343,0.30538,1.17389,0.9676,1.10153,0.000486639,0.000486639,0.000486639
23,5918.97,1.15734,0.97622,1.12483,0.54313,0.57487,0.55355,0.3432,1.13657,0.9387,1.08964,0.000470145,0.000470145,0.000470145
24,6176.92,1.14466,0.95896,1.11117,0.69235,0.5057,0.53923,0.33003,1.15217,0.93428,1.10119,0.000453652,0.000453652,0.000453652
25,6434.44,1.13833,0.95272,1.11033,0.69193,0.51656,0.61399,0.37584,1.12055,0.90274,1.08579,0.000437158,0.000437158,0.000437158
26,6691.72,1.14179,0.95722,1.11438,0.71877,0.4899,0.58855,0.37265,1.13321,0.90911,1.08958,0.000420665,0.000420665,0.000420665
27,6949.32,1.11565,0.91804,1.09446,0.71721,0.53057,0.58477,0.36819,1.12409,0.90406,1.07902,0.000404172,0.000404172,0.000404172
28,7207.33,1.1239,0.91078,1.0988,0.66856,0.54401,0.59458,0.368,1.13309,0.89959,1.0822,0.000387678,0.000387678,0.000387678
29,7465.19,1.11136,0.91391,1.09171,0.69237,0.58446,0.61514,0.38104,1.11775,0.87374,1.08048,0.000371185,0.000371185,0.000371185
30,7723.17,1.10421,0.89105,1.08989,0.75127,0.55839,0.66466,0.40877,1.09846,0.87122,1.07387,0.000354691,0.000354691,0.000354691
31,7980.56,1.08208,0.88129,1.09315,0.75761,0.54184,0.62066,0.3865,1.10621,0.86252,1.08234,0.000338198,0.000338198,0.000338198
32,8237.73,1.06975,0.84674,1.07239,0.59622,0.57616,0.60283,0.38732,1.11118,0.86846,1.07026,0.000321705,0.000321705,0.000321705
33,8494.59,1.06686,0.87614,1.08165,0.61983,0.63392,0.66902,0.41083,1.08678,0.84746,1.0681,0.000305211,0.000305211,0.000305211
34,8752.31,1.07027,0.85666,1.07851,0.73589,0.59909,0.65923,0.4148,1.07851,0.82818,1.05624,0.000288718,0.000288718,0.000288718
35,9009.57,1.06222,0.83683,1.06349,0.64512,0.6568,0.67796,0.40962,1.08176,0.8233,1.06153,0.000272224,0.000272224,0.000272224
36,9266.11,1.0373,0.81947,1.06291,0.64368,0.65795,0.6764,0.43205,1.09144,0.83458,1.05861,0.000255731,0.000255731,0.000255731
37,9523.27,1.04589,0.8299,1.05984,0.71768,0.65526,0.71515,0.42807,1.07966,0.82757,1.06059,0.000239238,0.000239238,0.000239238
38,9781.18,1.0429,0.81592,1.05825,0.74142,0.62814,0.68669,0.43353,1.06037,0.8044,1.05644,0.000222744,0.000222744,0.000222744
39,10039.3,1.04202,0.80764,1.06157,0.70502,0.62633,0.69296,0.43644,1.08077,0.79929,1.06048,0.000206251,0.000206251,0.000206251
40,10296.6,1.00719,0.79363,1.05566,0.75592,0.6713,0.72084,0.45467,1.06395,0.79229,1.05567,0.000189757,0.000189757,0.000189757
41,10548.5,0.9804,0.7225,1.04281,0.7184,0.62566,0.69788,0.44332,1.06275,0.78896,1.05321,0.000173264,0.000173264,0.000173264
42,10800,0.96187,0.70848,1.03492,0.83519,0.57517,0.69612,0.44896,1.05919,0.77621,1.04986,0.000156771,0.000156771,0.000156771
43,11051.3,0.9439,0.69489,1.02494,0.77009,0.62416,0.71933,0.46058,1.04575,0.7705,1.04271,0.000140277,0.000140277,0.000140277
44,11302.7,0.94058,0.68229,1.02421,0.77486,0.64299,0.71906,0.45836,1.04116,0.75088,1.04379,0.000123784,0.000123784,0.000123784
45,11554.8,0.93029,0.67918,1.02105,0.75081,0.67363,0.72718,0.46791,1.05066,0.75713,1.04276,0.00010729,0.00010729,0.00010729
46,11806,0.91763,0.6633,1.0111,0.79483,0.62612,0.72947,0.47107,1.04075,0.75641,1.04107,9.0797e-05,9.0797e-05,9.0797e-05
47,12057,0.91729,0.66564,1.01224,0.8115,0.61387,0.71188,0.46461,1.03583,0.7499,1.04118,7.43036e-05,7.43036e-05,7.43036e-05
48,12308.9,0.9015,0.6546,1.01526,0.7788,0.61781,0.72036,0.46454,1.03019,0.74505,1.03806,5.78102e-05,5.78102e-05,5.78102e-05
49,12559.6,0.90128,0.65214,1.00685,0.79698,0.65092,0.73544,0.47845,1.02611,0.73798,1.03748,4.13168e-05,4.13168e-05,4.13168e-05
50,12810.6,0.90054,0.64535,0.99851,0.79342,0.65617,0.73646,0.47196,1.02245,0.73512,1.03492,2.48234e-05,2.48234e-05,2.48234e-05
